DATETIME,EI2001C,EI2001A,EI2001B,RI2001,SI2001,EI2001D,EI2002C,EI2002A,EI2002B,RI2002,SI2002,EI2002D,EI2003,EI2004,EI2005,EI2006A,EI2006B,EI2006C,EI2006D,LI5001B,ZI5001,LI5001A,WD0_PAR_AI0041,SEKI_LVL,ZI5003,LI5002A,LI5002B,LI5002C,FI6001,FI1013,WD0_PAR_AI0013,LI5004A,LI5004B,LI6002A,LI6002B,PD0_PAR_AI0001,FI7002,LI7001A,LI7001B,LI7001C,NI1005,FI7004,LI7008A,LI7008B,LI7008,ZI1008A,ZI1008B,FI7007,LI7006,WI7003A,WI7003B,LI3005A,LI3005B,PLC31_PAR_AI0006,PLC31_PAR_AI0009,PLC31_PAR_AI0121,PLC31_PAR_AI0003,FI3005,TI1007,LI3006A,LI3006B,PLC31_PAR_AI0026,PLC31_PAR_AI0029,SI3007A,PLC31_PAR_AI0023,FI3007,SI3007B,PLC31_PAR_AI0046,PLC31_PAR_AI0049,PLC31_PAR_AI0123,PLC31_PAR_AI0043,FI3008,LI3001A,LI3001B,PLC31_PAR_AI0066,PLC31_PAR_AI0069,PLC31_PAR_AI0124,PLC31_PAR_AI0063,FI3002A,FI3002B,PLC31_PAR_AI0086,PLC31_PAR_AI0089,PLC31_PAR_AI0125,PLC31_PAR_AI0083,FI3003,PLC31_PAR_AI0106,PLC31_PAR_AI0109,PLC31_PAR_AI0126,PLC31_PAR_AI0103,FI3004,TI1002,NI1002B,YI1002,CI1002,AI1002,NI1003,YI1003,XI1003,AI1003,PD0_PAR_AI0032,NI1004,YI1004,XI1004,YI1001,XI1001,NI1006,YI1006,XI1006,YI1005,FI1009A,FI1009B,LI1009,FK0_PAR_AI0091,PLC01_PAR_AI0001,PLC01_PAR_AI0002,PLC01_PAR_AI0003,PLC01_PAR_AI0004,PLC01_PAR_AI0006,PLC01_PAR_AI0007,PLC01_PAR_AI0008,PLC01_PAR_AI0009,PLC01_PAR_AI0010,PLC01_PAR_AI0005,PD0_PAR_AI0042,NI1002,PLC31_PAR_AI0122,SI3008A,SI3008B,TI1014,NI1015A,NI1015B,NI1015C,NI1015D,CL0_U3.S06_PI02,UI1012,RI1012,DI1012,PI02,PI01,NI1020,YI1020
2023/08/26 00:00:00,6.90501833,6.52410698,66.78146362,99.69168091,59.96502304,27.81005859,0.84875816,0.0574548,1.00730872,100.14199066,54.20700073,4.07702637,2.48956656,4.48125124,0.38748014,-0.00019974,0.01783359,0.00783871,0.00364517,1.74921942,0.00079256,150.47425842,2.12023473,1.74920392,28.3716774,4.01519632,3.98290086,0.02977607,969.92523193,965.49700928,999.87963867,-0.75000012,-0.75000012,3.37007952,3.40555954,12.70776939,1094.39685059,0.44535398,0.1323,0.25436336,12.18035221,1227.74658203,2.84558082,2.85800028,2.85800028,100.25831604,100.20874023,0.12192001,1.62049949,0.9060092,1.21560776,14.4753685,0.01476731,-0.08070427,24.14988518,24.14942741,29.86494827,25.84896278,24.72968292,4.04560184,6.26703978,-0.06160064,0.0300031,1.78864264,0,0.00934814,1.58999729,-0.01000002,-0.0244,0,0,0.04928495,8.50044727,0.008208,0.01032,-0.00999744,0.01160001,0,0.03797887,0.18218954,0.0683872,8.02919674,8.08791924,1.14924288,8.21547222,-0,1.5200001,1.5200001,0.19150057,1.39253926,24.14880562,6.95400715,7.51500034,73.91999817,22.90016937,0.37200642,6.98497295,0.00620063,19.60903931,6.92304945,0.001742,7.23339367,0.50766629,7.27916861,0.75580001,0.0021,7.23700094,0.65280002,7.40883493,1.52891028,0.16684033,211.06381226,95.38371277,0,0,0.00005861,6.42417622,-3000.7331543,-4.00097752,-4.00097752,7.33773613,7.33968067,0.63540977,6.92304945,6.95402765,0.03001548,0.7316801,1.25167429,25.79899025,0.01460666,0.012568,0.01224538,0.01143877,265477,,,,265477,2020,8.28322697,7.48807764
2023/08/26 00:05:00,7.29495192,6.53057861,72,99.69968414,59.9178009,32.3996582,0.84754801,0.05673019,1.09728098,100.14193726,54.20703125,4.18499756,2.36402225,4.94816875,0.3874802,-0.00099334,0.01796667,0.00799995,0.00380532,1.74913275,0.00043944,150.84579468,2.16178131,1.74918664,28.71968079,4.01291656,3.98088503,0.03059217,1046.73498535,1041.76184082,999.83007813,-0.75000012,-0.75000012,3.37140012,3.4056077,13.70311737,1069.76000977,0.44241464,0.13154139,0.25384504,12.37817669,1288.93933105,2.80500007,2.81750011,2.81750059,100.25008392,100.2168045,0.12001598,1.62845993,0.90619355,1.21675527,14.49208546,0.01471344,-0.08977535,26.02967262,26.02967262,29.85053635,27.87158775,24.72967529,4.05075788,6.2655406,-0.04998722,0.02991987,1.78838968,0,0.02541725,1.58193076,0.0100001,-0.02959908,0.0100001,0,0.05186663,8.49890232,0.00743385,0.02032,-0.0000128,0.02032,0,0.02372715,0.05026114,-0.01032346,8.72022057,8.72022057,1.1490289,8.57395172,-0.0096641,1.50999951,1.50999951,0.19458698,1.39007783,24.1344471,6.94833755,7.51500034,74.02000427,22.90400124,0.37380028,6.98580694,0.00628064,19.30900383,6.91754627,0.00174008,7.21600103,0.49810001,7.2897439,0.76136136,0.00209232,7.23700094,0.65159005,7.40819359,1.52239859,0.18600966,211.06399536,95.38375092,0,0,0.00029257,6.48571444,-3000.7331543,-4.00097752,-4.00097752,7.33574438,7.3337431,0.6339438,6.91754627,6.94857311,0.02991987,0.72554415,1.25193357,25.47507477,0.01443866,0.01223354,0.01239899,0.01160693,265477,,,,265477,2021,8.91932869,7.49689674
2023/08/26 00:10:00,6.28311062,6.54773474,71.77674103,99.69968414,59.94300079,2.9699707,0.84895205,0.05684423,1.00741947,100.14193726,54.2069931,4.18499756,2.37135482,4.837605,0.38748384,-0.001,2.62500072,0.008032,0.00283226,1.7477783,0.00038368,149.88044739,2.12013435,1.74795556,28.44967461,4.01400042,3.9826839,0.02959687,968.23950195,963.41119385,999.88000488,-0.75000012,-0.75000012,3.37010288,3.40596843,12.68766212,1076.32067871,0.44444135,0.13155259,0.25523666,12.6385603,1141.65185547,2.76460004,2.77641702,2.77600121,100.25032806,100.21833038,0.12000001,1.64449966,0.90639293,1.21584129,14.47529984,0.01639398,-0.10998709,24.07801247,24.05560303,29.84329224,25.74110794,24.72166443,4.05337715,6.27531004,-0.05998722,0.01953293,1.78806472,0,0.01613411,1.58960319,-0.0184,-0.00961603,0,0,0.05429388,8.49905682,0.00863195,0.00992,-0.0099361,0.009984,0,0.0028043,0.07321749,0.02168004,8.13574409,8.15948391,1.16308975,8.25185871,-0,1.55991995,1.55998397,0.20006259,1.46597767,24.14172935,6.96832991,7.51003218,73.87600708,22.90000153,0.37770429,6.98580694,0.00628065,19.30500221,6.92925787,0.00155,7.2078228,0.49988279,7.2949996,0.75721121,0.00186232,7.23184013,0.65489352,7.40832186,1.52240014,0.13703968,211.063797,95.38258362,0.00029295,0,0,6.51210594,-3000.7331543,-4.00097752,-4.00097752,7.32208538,7.32014608,0.63443226,6.92925787,6.96853685,0.01990659,0.73194623,1.25827157,25.88351059,0.01456671,0.01236006,0.01203898,0.01147104,265477,,,,265477,2022,7.10000038,7.50496244
2023/08/26 00:15:00,5.36974287,6.55829287,56.37895966,99.70000458,59.91799164,-0.80969238,0.85350013,0.0574488,1.06550324,100.14832306,54.20780182,4.18499756,2.36659193,3.92521429,0.40211901,-0.001,2.62200141,0.008,0.00280005,1.74943936,0.00052741,150.55749512,2.1409843,1.74920952,28.8900032,4.014503,3.98169565,0.03058046,1025.17077637,1019.29901123,999.88000488,-0.75000012,-0.75000012,3.36790371,3.40471649,13.52997208,1060.11157227,0.4451831,0.13125226,0.2540867,12.07325554,1394.23742676,2.72252393,2.73551726,2.73604107,100.25806427,100.21839142,0.12000001,1.65600014,0.90604025,1.21660066,14.47563457,0.01504944,-0.13999809,25.52400017,25.52079964,29.86025429,27.3338871,24.77000427,4.0497098,6.27120972,-0.06959936,0.00999997,1.78974152,0,0.01984003,1.59799683,0.03000064,0.00201667,0.03040346,0,0.04554945,8.50040531,0.00840032,-0.0400327,-0.028304,0,0,0.06495664,0.04810549,0.00003141,8.53969765,8.54794693,1.14916134,8.41465664,0,1.54000044,1.54000008,0.20025493,1.46686721,24.14477348,7.0079875,7.52483273,73.98001099,22.90000153,0.38179904,6.98515987,0.006216,19.50500107,6.97808456,0.00154802,7.2264061,0.50080734,7.28920269,0.75588506,0.00214639,7.22816038,0.65465087,7.40820122,1.52570009,0.14975992,211.05085754,95.38323212,0.00005814,0,0.0000586,6.48571444,-3000.7331543,-4.00097752,-4.00097752,7.32014322,7.31623983,0.63374776,6.97808456,7.0079565,0.00199999,0.74147415,1.24393594,25.31541252,0.01436769,0.01236769,0.01256026,0.01144026,265477,,,,265477,2022,9.68015766,7.48803854
2023/08/26 00:20:00,5.36404991,6.5755744,59.76029205,99.70000458,59.94523239,-2.70007324,0.84750199,0.05673456,0.99345708,100.14039612,54.20700073,4.18499756,2.33215404,3.89718342,0.384,-0.0018064,2.63519287,0.008,0.002,1.75008059,0.00087716,151.28955078,2.16484571,1.75001633,28.8900032,4.01241302,3.98099899,0.02994848,1010.40093994,1004.7454834,999.87030029,-0.75000012,-0.75000012,3.36839604,3.40658259,13.3844595,1039.93603516,0.4442305,0.13084354,0.25333348,12.13994408,1253.0723877,2.6789999,2.69109702,2.69103909,100.25965881,100.21839142,0.16807757,1.66698396,0.90719968,1.21660006,14.47665691,0.01437798,-0.0816,25.27976036,25.27401161,30.01663971,26.9414196,24.6722641,4.05470848,6.27249861,-0.05199946,0.01,1.78801346,0,0.03264529,1.58192265,-0.00800307,-0.01999933,0,0,0.04595614,8.49975395,0.00840001,0.00000064,-0.00992309,0.0000159,0,0.03630677,0.07859264,0.00832,8.44048214,8.46004581,1.15446472,8.44386101,-0.01,1.55999994,1.55999994,0.20688364,1.46735334,24.12945557,7.04048681,7.52992916,73.95991516,23.99000168,0.3908003,6.98515987,0.00621613,19.50500107,7.01141691,0.00174,7.2338376,0.49650377,7.2949996,0.75382626,0.00215798,7.23200035,0.65465814,7.40992832,1.53120017,0.18598808,211.05780029,95.38206482,0,0,0.03516484,6.51428652,-3000.7331543,-4.00097752,-4.00097752,7.3611722,7.35726547,0.6349206,7.01141691,7.0409565,0.01000001,0.73961341,1.25967991,25.52706909,0.01436646,0.01236134,0.01256773,0.0114064,265477,,,,265477,2023,8.99603081,7.49153662
2023/08/26 00:25:00,7.20244598,6.48642111,79.41891479,99.70000458,59.91697693,4.27441406,0.84154803,0.05756516,1.07997215,100.14161682,54.20704269,4.18511963,2.33186603,5.7341156,0.3870008,-0.0009936,2.60155845,0.008,0.00200001,1.75000012,0.00044056,151.37588501,2.16646814,1.7496798,28.8900032,4.01278114,3.98089862,0.03023682,1004.496521,1001.99560547,999.82006836,-0.75000012,-0.75000012,3.36779976,3.40083623,13.33341217,1009.97528076,0.43925124,0.13020001,0.24859247,12.04987907,1109.61071777,2.64008403,2.6535008,2.65350032,100.25026703,100.21194458,0.13152003,1.67841995,0.9071905,1.21676004,14.47703362,0.01645045,-0.10199999,25.04390526,25.04390526,29.89443588,26.78464317,24.63000488,4.04976034,6.27098131,-0.0596801,-0.00000064,1.78193533,0,0.03987119,1.58967984,0.0179872,-0.01999667,0.0179872,0,0.05131473,8.50053024,0.00836006,0.0000128,-0.06199988,0.0000128,0,-0.02214257,0.05624329,-0.04,9.13956451,9.13956451,1.25352752,8.88700962,0,1.50999999,1.50999999,0.20640002,1.46383226,24.14093781,7.03159428,7.51899958,73.91681671,23.9901619,0.37503359,6.98500013,0.00668003,19.20996094,7.01012325,0.00174194,7.22656298,0.4910163,7.29064846,0.7545678,0.00186232,7.23760128,0.65189964,7.40966558,1.52244627,0.17874968,211.04504395,95.3779068,0,0,0.01464733,6.4505496,-3000.7331543,-4.00097752,-4.00097752,7.41196585,7.41040277,0.63628817,7.01012325,7.0312562,0,0.74760568,1.25967741,25.86606979,0.01400005,0.012,0.01243845,0.01156,265477,,,,265477,2024,8.78015518,7.49443007
2023/08/26 00:30:00,5.41451836,6.50429869,58.75766754,99.6984024,60.01700592,-2.96948242,0.85375172,0.0567012,1.0051192,100.1496048,54.20700073,4.18499756,2.45005345,3.8141923,0.38699999,-0.00115872,2.61103964,0.008,0.00200128,1.74797082,0.00045701,148.82830811,2.11830759,1.74797082,28.8900032,4.01320267,3.98112059,0.02921748,998.94250488,994.75134277,999.88000488,-0.75000012,-0.75000012,3.3678968,3.40149236,13.36388493,966.34307861,0.43316001,0.12879729,0.24614392,12.06990433,1048.7611084,2.61110067,2.623101,2.62387276,100.25002289,100.20374298,0.12000002,1.68790901,0.90639204,1.21560776,14.48167133,0.01503882,-0.10791104,24.93001366,24.93001366,29.95232582,26.69099236,24.6783371,4.05385303,6.27146006,-0.08799937,0.028,1.78160059,0,0.02429316,1.58992267,-0.00798721,0.039984,0.039984,0,0.05058135,8.50032997,0.00836154,0.02999998,-0.02998464,0.02999998,0,0.0572633,0.05912123,-0,9.07791615,9.07791615,1.25318229,9.12799454,0.01,1.43999994,1.44999993,0.2068795,1.40440309,24.14088058,7.1012764,7.50720024,73.91999817,22.79683495,0.38409454,6.98419237,0.00660015,19.20916176,7.07207012,0.0017516,7.22916651,0.49245182,7.27150488,0.75999874,0.0021,7.22380018,0.65491009,7.41400051,1.52376413,0.13776037,211.06271362,95.38375854,0,0.03661832,0.03661832,6.45925283,-3000.7331543,-4.00097752,-4.00097752,7.44127035,7.43931627,0.63785076,7.07207012,7.1007514,0.028,0.74000156,1.25033295,25.80185318,0.014,0.012,0.01240026,0.01140005,265477,,,,265477,2025,9.68384552,7.54492855
2023/08/26 00:35:00,5.78547049,6.46017122,64.40255737,99.70000458,60.01700211,-1.79455566,0.85355037,0.05690286,1.08046091,100.14160919,54.20716095,4.18585205,2.31200099,4.32183313,0.38342419,-0.00179898,2.58883381,0.008,0.002192,1.74923193,0.0004542,150.36726379,2.14766407,1.74920654,28.89161682,4.01280451,3.98059797,0.03022065,1000.47473145,995.24749756,999.87768555,-0.75000012,-0.75000012,3.36981678,3.40720248,13.41287041,961.14825439,0.43426567,0.12809999,0.24817069,12.14041805,630.28088379,2.60791278,2.62241673,2.62155247,100.25193787,100.21162415,0.12961847,1.69908416,0.90719235,1.21560156,14.47504139,0.01638056,-0.10202753,25.0204792,25.0320015,30.03829956,26.77049828,24.72038269,4.05381966,6.2751503,-0.04001587,-0.00193331,1.78993607,0,0.03266714,1.58026886,0.01999936,0.04807679,0.06190387,0,0.04593603,8.49580574,0.0084384,0.00801537,-0.032,0.00038413,0,0.07583329,0.05130722,0.00809613,9.06000233,9.06248856,1.24953163,9.12209892,-0.01,1.47039974,1.4799999,0.21235676,1.33580077,24.1388073,7.11399984,7.51903248,73.90399933,22.80000114,0.38087335,6.98503065,0.00620323,19.30516624,7.07899284,0.00179031,7.2015357,0.49021679,7.26600409,0.76598853,0.00210154,7.23699903,0.6598801,7.40897369,1.53032041,0.12720974,211.06396484,95.38346863,0,0,0.00000009,6.42632055,-3000.7331543,-4.00097752,-4.00097752,7.44516087,7.44322348,0.63540751,7.07899284,7.11399937,0,0.73801297,1.25935996,25.70700645,0.014,0.01199845,0.01223328,0.01123329,265477,,,,265477,2025,9.11999989,7.51888466
2023/08/26 00:40:00,7.201684,6.46017122,70.20720673,99.70000458,59.91780853,31.3182373,0.84634799,0.05687281,1.14900398,100.14800262,54.20703506,4.29309082,2.3006711,4.92955732,0.37800002,-0.00176799,0.01784768,0.00780773,0.00300768,1.74921596,0.00008518,150.66056824,2.14359355,1.74920332,28.89806557,4.01400042,3.9814837,0.03046371,1002.54187012,997.98150635,999.87805176,-0.75000012,-0.75000012,3.37020016,3.40612388,13.49119091,1009.54949951,0.44519997,0.12880008,0.25619605,11.92848587,275.63763428,2.65549636,2.6695168,2.66962814,100.25161743,100.21009064,0.16992,1.71200013,0.90716136,1.21560776,14.46151257,0.01307647,-0.15801321,25.13201141,25.14150429,30.07972717,26.86399841,24.77001953,4.05465603,6.27925205,-0.04791962,-0.01791997,1.78193319,0,0.03266692,1.58007944,-0.01200001,-0.00192323,0,0,0.04889687,8.49983215,0.00863194,-0.02006462,-0.01191948,0,0,0.05516051,0.17881151,0.04000054,9.07017612,9.13206673,1.2553699,9.11825371,-0.01,1.55999994,1.55999994,0.21297693,1.40000367,24.13944244,7.1416955,7.5101552,73.94387054,22.60000038,0.38119236,6.98580027,0.00619999,19.30516052,7.10700846,0.00150039,7.21164131,0.48419738,7.28459549,0.76323879,0.00205202,7.21443892,0.65040767,7.40960693,1.53125429,0.14496228,211.04600525,95.3805542,0,0,0,6.45661545,-3000.7331543,-4.00097752,-4.00097752,7.44908428,7.44877195,0.6325177,7.10700846,7.14153814,0.00000323,0.74414754,1.25935745,25.03400993,0.01399231,0.012,0.01240134,0.01139494,265477,,,,265477,2026,9.11933327,7.49627972
2023/08/26 00:45:00,7.82280016,6.47802544,85.28203583,99.69839478,59.9180069,11.34033203,0.84754801,0.05687286,1.0050962,100.14968109,54.20700073,4.18499756,2.36158752,6.4138341,0.38642019,-0.00096928,0.0178336,0.00719329,2.58019209,1.75127923,0.00086299,152.21116638,2.15223217,1.75127923,28.899683,4.0127964,3.98090005,0.03024851,1004.59100342,999.17987061,999.81079102,-0.75000012,-0.75000012,3.37062693,3.40658712,13.49351692,1048.78723145,0.45680365,0.12956777,0.25907004,12.06010532,157.20155334,2.7089839,2.72557998,2.72550011,100.24393463,100.20361328,0.17969272,1.72151935,0.90720016,1.21679819,14.46612263,0.01502256,-0.13794886,25.1062355,25.0911808,29.98005867,26.86492348,24.82839966,4.0586319,6.28394175,-0.01192382,0.02000001,1.78200018,0,0.03042046,1.58807468,0.01,0,0.00999997,0,0.05506991,8.49695969,0.00743815,-0.00192256,-0.01008062,0,0,0.10349111,0.02900524,0.01984318,9.12184238,9.14842892,1.25596619,9.10723686,-0.01,1.6800158,1.68007982,0.22087364,1.60825145,24.14401436,7.13600683,7.52399969,74.06066895,22.60000038,0.38499999,6.98499823,0.00628387,19.30900192,7.10460615,0.0016153,7.21140814,0.47789124,7.29199934,0.7644822,0.0021,7.21400023,0.65609956,7.40880823,1.52240014,0.13900614,211.05918884,95.38230896,0,0,0.00005814,6.46154547,-3000.7331543,-4.00097752,-4.00097752,7.45884848,7.45689869,0.63247705,7.10460615,7.13603067,0.02000003,0.73001587,1.25838852,24.86215401,0.01380667,0.01236001,0.01199996,0.01122582,265477,,,,265477,2027,11.29999542,7.50499487
